zone,latitude,longitude,hour,weather,day_type,road_type,severity,risk_score,vehicles_involved,year,month
Aurangabad - Jalna Road,19.885773,75.355429,20,Rain,Weekend,Flyover,Minor,0.46,2,2022,6
Aurangabad - Jalna Road,19.881729,75.328413,17,Overcast,Weekday,Urban Road,Minor,0.445,2,2024,7
Aurangabad - Jalna Road,19.868309,75.336762,14,Clear,Weekday,Urban Road,Serious,0.33,1,2023,5
Aurangabad - Jalna Road,19.873346,75.337518,17,Rain,Weekday,Urban Road,Minor,0.605,1,2023,7
Aurangabad - Jalna Road,19.880325,75.356275,17,Overcast,Weekend,Highway,Fatal,0.556,1,2023,1
Aurangabad - Jalna Road,19.873657,75.344512,13,Overcast,Weekend,Highway,Fatal,0.434,1,2024,3
Aurangabad - Jalna Road,19.874009,75.34046,9,Overcast,Weekday,Highway,Minor,0.618,3,2022,11
Aurangabad - Jalna Road,19.897657,75.338016,19,Clear,Weekend,Junction,Minor,0.544,4,2022,3
Aurangabad - Jalna Road,19.865929,75.353999,22,Clear,Weekday,Urban Road,Fatal,0.533,1,2024,5
Aurangabad - Jalna Road,19.886742,75.345452,10,Rain,Weekend,Highway,Minor,0.538,2,2023,7
Aurangabad - Jalna Road,19.870191,75.335311,17,Clear,Weekday,Highway,Minor,0.531,2,2023,1
Aurangabad - Jalna Road,19.892968,75.327709,10,Clear,Weekend,Urban Road,Serious,0.31,3,2024,9
Aurangabad - Jalna Road,19.876547,75.349602,22,Fog,Weekday,Urban Road,Minor,0.637,3,2024,11
Aurangabad - Jalna Road,19.879913,75.331122,10,Clear,Weekday,Urban Road,Minor,0.382,2,2024,10
Aurangabad - Jalna Road,19.892683,75.345316,9,Clear,Weekend,Urban Road,Serious,0.557,1,2024,9
Aurangabad - Jalna Road,19.883558,75.334534,20,Overcast,Weekday,Highway,Fatal,0.49,4,2024,7
Aurangabad - Jalna Road,19.872966,75.334899,9,Clear,Weekday,Urban Road,Minor,0.437,4,2023,8
Aurangabad - Jalna Road,19.886201,75.341099,18,Clear,Weekend,Highway,Minor,0.537,1,2023,1
Aurangabad - Jalna Road,19.871392,75.336167,17,Rain,Weekday,Junction,Fatal,0.614,4,2021,10
Aurangabad - Jalna Road,19.87331,75.34428,14,Clear,Weekday,Flyover,Minor,0.403,2,2023,9
Aurangabad - Jalna Road,19.860879,75.35128,13,Clear,Weekday,Junction,Minor,0.517,3,2021,3
Aurangabad - Jalna Road,19.876887,75.34365,20,Clear,Weekend,Highway,Minor,0.499,1,2024,7
Aurangabad - Jalna Road,19.858564,75.349689,17,Overcast,Weekend,Highway,Minor,0.692,1,2024,6
Aurangabad - Jalna Road,19.866364,75.340005,16,Clear,Weekday,Highway,Minor,0.374,4,2022,2
Aurangabad - Jalna Road,19.882679,75.329766,14,Clear,Weekday,Junction,Minor,0.505,4,2022,6
Aurangabad - Jalna Road,19.87518,75.337667,10,Rain,Weekend,Junction,Minor,0.486,4,2022,11
Aurangabad - Jalna Road,19.87085,75.351631,9,Clear,Weekday,Junction,Minor,0.603,4,2022,1
Aurangabad - Jalna Road,19.880376,75.339864,13,Clear,Weekday,Highway,Serious,0.349,4,2024,10
Aurangabad - Jalna Road,19.860969,75.342161,3,Clear,Weekday,Urban Road,Serious,0.33,3,2021,4
Aurangabad - Jalna Road,19.879785,75.33769,15,Clear,Weekday,Junction,Serious,0.506,3,2022,2
Aurangabad - Jalna Road,19.874394,75.346945,21,Clear,Weekday,Flyover,Fatal,0.383,4,2021,11
Aurangabad - Jalna Road,19.884595,75.341743,12,Rain,Weekday,Highway,Minor,0.46,2,2024,12
Aurangabad - Jalna Road,19.872199,75.33539,4,Overcast,Weekday,Highway,Minor,0.434,3,2023,11
Aurangabad - Jalna Road,19.879104,75.333911,18,Overcast,Weekend,Highway,Minor,0.538,2,2023,7
Aurangabad - Jalna Road,19.864274,75.354738,21,Rain,Weekday,Junction,Minor,0.457,1,2022,8
Aurangabad - Jalna Road,19.877216,75.335344,20,Clear,Weekday,Highway,Minor,0.427,2,2022,10
Aurangabad - Jalna Road,19.883412,75.349277,17,Overcast,Weekday,Junction,Minor,0.695,4,2023,6
Aurangabad - Jalna Road,19.873067,75.32824,16,Clear,Weekend,Junction,Minor,0.477,4,2021,4
Aurangabad - Jalna Road,19.885295,75.350862,8,Clear,Weekday,Highway,Minor,0.605,2,2021,10
Aurangabad - Jalna Road,19.877026,75.327541,17,Clear,Weekday,Highway,Minor,0.5,1,2021,10
Aurangabad - Jalna Road,19.875028,75.345034,21,Rain,Weekend,Highway,Minor,0.472,2,2024,1
Aurangabad - Jalna Road,19.867885,75.336354,12,Clear,Weekend,Highway,Serious,0.504,1,2021,12
Aurangabad - Jalna Road,19.895148,75.345556,20,Clear,Weekend,Urban Road,Serious,0.43,1,2024,10
Aurangabad - Jalna Road,19.872364,75.356335,15,Fog,Weekend,Urban Road,Serious,0.552,4,2021,11
Aurangabad - Jalna Road,19.862462,75.348912,20,Fog,Weekday,Urban Road,Serious,0.419,4,2023,9
Aurangabad - Jalna Road,19.866518,75.354726,15,Clear,Weekday,Highway,Fatal,0.444,3,2021,10
Aurangabad - Jalna Road,19.879882,75.348744,15,Rain,Weekend,Junction,Minor,0.527,1,2022,5
Aurangabad - Jalna Road,19.880196,75.350376,13,Clear,Weekend,Junction,Serious,0.509,3,2022,5
Aurangabad - Jalna Road,19.876113,75.338714,18,Clear,Weekday,Urban Road,Serious,0.501,2,2021,11
Aurangabad - Jalna Road,19.872029,75.333365,13,Clear,Weekend,Urban Road,Serious,0.299,2,2024,8
Aurangabad - Jalna Road,19.887022,75.352886,20,Clear,Weekday,Junction,Minor,0.483,3,2023,8
Aurangabad - Jalna Road,19.882292,75.353063,23,Clear,Weekend,Highway,Minor,0.566,1,2022,2
Aurangabad - Jalna Road,19.856701,75.345277,12,Clear,Weekday,Urban Road,Minor,0.384,2,2022,2
Aurangabad - Jalna Road,19.891908,75.345981,20,Rain,Weekday,Urban Road,Minor,0.43,2,2024,3
Aurangabad - Jalna Road,19.872716,75.348101,21,Clear,Weekday,Urban Road,Serious,0.376,3,2024,3
Aurangabad - Jalna Road,19.876925,75.349321,8,Rain,Weekday,Highway,Minor,0.647,3,2024,6
Aurangabad - Jalna Road,19.864528,75.353044,10,Clear,Weekend,Highway,Minor,0.442,3,2022,4
Aurangabad - Jalna Road,19.863582,75.336498,9,Clear,Weekday,Junction,Minor,0.632,3,2022,5
Aurangabad - Jalna Road,19.880837,75.346015,20,Clear,Weekday,Highway,Minor,0.451,4,2023,1
Aurangabad - Jalna Road,19.881244,75.338578,20,Clear,Weekday,Urban Road,Serious,0.41,3,2021,12
Aurangabad - Jalna Road,19.893128,75.33185,18,Clear,Weekday,Highway,Minor,0.619,2,2023,8
Aurangabad - Jalna Road,19.883651,75.332896,9,Overcast,Weekday,Urban Road,Serious,0.424,4,2023,12
Aurangabad - Jalna Road,19.873164,75.337163,9,Clear,Weekend,Urban Road,Minor,0.485,1,2024,2
Aurangabad - Jalna Road,19.883619,75.356137,21,Clear,Weekday,Junction,Serious,0.51,1,2023,10
Aurangabad - Jalna Road,19.868198,75.340001,21,Clear,Weekday,Urban Road,Minor,0.455,4,2024,3
Aurangabad - Jalna Road,19.873742,75.342916,10,Clear,Weekday,Urban Road,Minor,0.307,2,2023,9
Aurangabad - Jalna Road,19.888978,75.355184,7,Fog,Weekday,Junction,Serious,0.73,2,2021,8
Aurangabad - Jalna Road,19.870608,75.34576,14,Rain,Weekday,Highway,Minor,0.398,2,2024,11
Aurangabad - Jalna Road,19.876323,75.34873,11,Clear,Weekday,Highway,Minor,0.442,4,2024,8
Aurangabad - Jalna Road,19.881166,75.331886,11,Clear,Weekday,Highway,Serious,0.36,2,2022,10
Aurangabad - Jalna Road,19.886174,75.345781,14,Clear,Weekday,Highway,Serious,0.464,2,2021,3
Aurangabad - Jalna Road,19.871658,75.3474,9,Overcast,Weekend,Junction,Minor,0.553,4,2024,8
Aurangabad - Jalna Road,19.87801,75.342499,19,Clear,Weekday,Junction,Minor,0.544,3,2021,4
Kolhapur - NH48,16.692411,74.246277,17,Rain,Weekday,Urban Road,Minor,0.563,1,2023,8
Kolhapur - NH48,16.696373,74.244346,21,Clear,Weekend,Highway,Minor,0.396,3,2022,10
Kolhapur - NH48,16.693784,74.239972,7,Fog,Weekday,Highway,Minor,0.647,2,2022,9
Kolhapur - NH48,16.707791,74.24019,10,Clear,Weekend,Junction,Serious,0.434,1,2023,5
Kolhapur - NH48,16.711369,74.228937,17,Overcast,Weekday,Urban Road,Minor,0.544,2,2023,6
Kolhapur - NH48,16.694304,74.243201,8,Clear,Weekday,Highway,Serious,0.545,1,2022,1
Kolhapur - NH48,16.698456,74.255527,11,Clear,Weekend,Urban Road,Minor,0.356,1,2024,2
Kolhapur - NH48,16.707644,74.235526,18,Fog,Weekend,Junction,Minor,0.742,1,2021,7
Kolhapur - NH48,16.70729,74.235724,18,Overcast,Weekend,Highway,Serious,0.527,1,2022,12
Kolhapur - NH48,16.709197,74.240611,15,Overcast,Weekend,Junction,Minor,0.471,2,2021,5
Kolhapur - NH48,16.714042,74.241339,12,Clear,Weekday,Junction,Minor,0.465,3,2022,10
Kolhapur - NH48,16.692093,74.242821,9,Clear,Weekday,Highway,Minor,0.63,2,2023,6
Kolhapur - NH48,16.699085,74.25812,20,Clear,Weekend,Urban Road,Serious,0.291,3,2024,11
Kolhapur - NH48,16.700977,74.234934,19,Clear,Weekend,Highway,Minor,0.513,2,2024,5
Kolhapur - NH48,16.718795,74.231196,7,Fog,Weekend,Junction,Minor,0.662,1,2021,4
Kolhapur - NH48,16.696222,74.246042,5,Fog,Weekday,Urban Road,Minor,0.419,1,2021,5
Kolhapur - NH48,16.722178,74.245284,1,Overcast,Weekday,Highway,Serious,0.621,3,2023,5
Kolhapur - NH48,16.695856,74.252227,8,Overcast,Weekday,Highway,Minor,0.573,2,2022,12
Kolhapur - NH48,16.714151,74.250783,13,Clear,Weekday,Urban Road,Minor,0.404,4,2022,1
Kolhapur - NH48,16.697573,74.251053,4,Clear,Weekday,Urban Road,Minor,0.374,2,2024,3
Kolhapur - NH48,16.706909,74.234715,21,Clear,Weekend,Highway,Serious,0.485,4,2021,3
Kolhapur - NH48,16.703617,74.253212,14,Rain,Weekday,Urban Road,Fatal,0.42,1,2022,6
Kolhapur - NH48,16.711329,74.241022,8,Clear,Weekday,Junction,Serious,0.533,3,2022,6
Kolhapur - NH48,16.694747,74.242392,9,Fog,Weekday,Urban Road,Minor,0.66,4,2021,11
Kolhapur - NH48,16.706533,74.245947,17,Clear,Weekday,Urban Road,Minor,0.509,1,2021,9
Kolhapur - NH48,16.71238,74.244295,10,Clear,Weekday,Junction,Minor,0.49,4,2023,11
Kolhapur - NH48,16.701289,74.244175,10,Rain,Weekend,Urban Road,Minor,0.512,2,2023,10
Kolhapur - NH48,16.708811,74.246302,11,Clear,Weekend,Urban Road,Serious,0.417,1,2023,5
Kolhapur - NH48,16.704966,74.250175,16,Clear,Weekday,Junction,Minor,0.409,2,2024,12
Kolhapur - NH48,16.706739,74.234812,21,Clear,Weekday,Urban Road,Minor,0.378,3,2021,7
Kolhapur - NH48,16.69802,74.232825,21,Clear,Weekend,Highway,Serious,0.495,3,2022,12
Kolhapur - NH48,16.684656,74.236946,13,Clear,Weekday,Urban Road,Serious,0.236,1,2024,5
Kolhapur - NH48,16.699757,74.24486,12,Clear,Weekday,Highway,Minor,0.344,2,2023,4
Kolhapur - NH48,16.696658,74.232069,6,Clear,Weekend,Highway,Serious,0.51,1,2022,5
Kolhapur - NH48,16.681425,74.256138,19,Clear,Weekend,Junction,Fatal,0.595,4,2021,11
Kolhapur - NH48,16.701694,74.238648,9,Clear,Weekday,Highway,Minor,0.586,1,2023,4
Kolhapur - NH48,16.700182,74.23891,10,Rain,Weekday,Junction,Fatal,0.564,4,2022,4
Kolhapur - NH48,16.701982,74.266007,6,Clear,Weekday,Junction,Serious,0.414,1,2024,8
Kolhapur - NH48,16.71302,74.23773,17,Fog,Weekday,Urban Road,Minor,0.502,2,2023,5
Kolhapur - NH48,16.703546,74.242066,9,Rain,Weekday,Highway,Minor,0.566,3,2021,6
Kolhapur - NH48,16.714481,74.250486,2,Rain,Weekday,Urban Road,Minor,0.576,2,2021,1
Kolhapur - NH48,16.698637,74.240908,8,Clear,Weekend,Urban Road,Minor,0.533,2,2024,6
Kolhapur - NH48,16.714126,74.218515,17,Rain,Weekday,Urban Road,Minor,0.508,2,2024,3
Kolhapur - NH48,16.702847,74.237453,5,Overcast,Weekday,Junction,Minor,0.451,1,2023,3
Kolhapur - NH48,16.710314,74.245745,17,Rain,Weekday,Urban Road,Minor,0.607,2,2023,1
Kolhapur - NH48,16.711129,74.23728,9,Fog,Weekday,Urban Road,Serious,0.574,1,2023,4
Kolhapur - NH48,16.699798,74.249004,16,Overcast,Weekday,Urban Road,Serious,0.4,4,2021,4
Kolhapur - NH48,16.700283,74.247195,16,Clear,Weekday,Urban Road,Serious,0.395,3,2023,1
Kolhapur - NH48,16.69998,74.231062,15,Overcast,Weekday,Urban Road,Minor,0.476,1,2021,7
Kolhapur - NH48,16.696312,74.251181,22,Clear,Weekend,Junction,Minor,0.602,4,2021,12
Kolhapur - NH48,16.713916,74.252293,19,Overcast,Weekday,Junction,Serious,0.61,2,2022,8
Kolhapur - NH48,16.690847,74.247005,6,Rain,Weekday,Junction,Fatal,0.516,3,2024,6
Kolhapur - NH48,16.715378,74.242665,12,Rain,Weekday,Highway,Serious,0.467,3,2023,8
Kolhapur - NH48,16.707639,74.238586,9,Rain,Weekday,Junction,Minor,0.72,3,2023,3
Kolhapur - NH48,16.713561,74.252154,13,Clear,Weekday,Junction,Serious,0.428,2,2023,11
Kolhapur - NH48,16.720693,74.239664,19,Rain,Weekend,Urban Road,Serious,0.522,1,2021,7
Kolhapur - NH48,16.706493,74.231093,17,Fog,Weekday,Highway,Minor,0.662,3,2021,2
Kolhapur - NH48,16.702308,74.240834,17,Clear,Weekday,Highway,Minor,0.659,2,2023,1
Kolhapur - NH48,16.706261,74.245861,17,Fog,Weekday,Urban Road,Serious,0.575,2,2024,4
Kolhapur - NH48,16.695161,74.23687,2,Rain,Weekday,Flyover,Serious,0.503,3,2022,5
Kolhapur - NH48,16.700663,74.242908,18,Clear,Weekend,Junction,Serious,0.549,4,2022,4
Kolhapur - NH48,16.71814,74.247094,23,Fog,Weekday,Urban Road,Serious,0.583,2,2023,6
Kolhapur - NH48,16.701895,74.242934,6,Clear,Weekend,Highway,Serious,0.474,3,2023,9
Kolhapur - NH48,16.710526,74.244442,19,Rain,Weekend,Highway,Minor,0.631,2,2022,2
Kolhapur - NH48,16.693653,74.245282,18,Clear,Weekday,Highway,Serious,0.632,2,2024,9
Kolhapur - NH48,16.715534,74.244879,21,Overcast,Weekday,Urban Road,Serious,0.407,3,2024,12
Kolhapur - NH48,16.696905,74.241854,9,Fog,Weekday,Highway,Minor,0.654,3,2024,12
Kolhapur - NH48,16.721402,74.240034,6,Rain,Weekday,Highway,Minor,0.536,2,2022,10
Kolhapur - NH48,16.71564,74.236201,11,Rain,Weekday,Highway,Minor,0.457,3,2023,2
Kolhapur - NH48,16.702472,74.243388,11,Fog,Weekend,Highway,Serious,0.445,1,2022,11
Kolhapur - NH48,16.711808,74.249358,22,Clear,Weekday,Highway,Minor,0.514,2,2024,2
Kolhapur - NH48,16.706624,74.240409,5,Fog,Weekend,Junction,Serious,0.586,4,2022,12
Kolhapur - NH48,16.702779,74.243582,11,Clear,Weekend,Flyover,Minor,0.399,4,2023,3
Kolhapur - NH48,16.696147,74.237139,23,Overcast,Weekend,Highway,Minor,0.566,3,2021,5
Kolhapur - NH48,16.708218,74.245288,11,Rain,Weekday,Highway,Minor,0.452,3,2021,3
Kolhapur - NH48,16.707968,74.241963,9,Rain,Weekend,Flyover,Minor,0.555,4,2022,12
Kolhapur - NH48,16.70484,74.231543,13,Clear,Weekend,Urban Road,Serious,0.342,2,2024,3
Kolhapur - NH48,16.699291,74.238948,11,Fog,Weekday,Urban Road,Fatal,0.471,2,2021,5
Kolhapur - NH48,16.701469,74.250739,10,Overcast,Weekday,Highway,Minor,0.473,3,2021,4
Kolhapur - NH48,16.7085,74.238681,16,Rain,Weekday,Highway,Minor,0.521,2,2022,7
Kolhapur - NH48,16.703488,74.253453,17,Clear,Weekend,Highway,Minor,0.477,2,2022,12
Kolhapur - NH48,16.710408,74.236874,17,Clear,Weekday,Urban Road,Serious,0.51,3,2024,1
Kolhapur - NH48,16.71631,74.240018,7,Clear,Weekday,Highway,Minor,0.457,1,2023,10
Kolhapur - NH48,16.711223,74.234178,20,Clear,Weekend,Urban Road,Fatal,0.39,3,2021,1
Kolhapur - NH48,16.712216,74.237153,11,Overcast,Weekday,Highway,Minor,0.483,4,2024,7
Kolhapur - NH48,16.713492,74.251367,16,Clear,Weekday,Urban Road,Serious,0.431,3,2022,12
Kolhapur - NH48,16.703603,74.234376,5,Fog,Weekday,Urban Road,Serious,0.477,2,2021,8
Kolhapur - NH48,16.709579,74.250088,10,Clear,Weekday,Highway,Serious,0.4,4,2021,7
Kolhapur - NH48,16.698938,74.232013,20,Clear,Weekday,Junction,Minor,0.532,2,2022,6
Kolhapur - NH48,16.693128,74.254915,10,Fog,Weekday,Junction,Minor,0.563,4,2021,5
Kolhapur - NH48,16.704382,74.229144,2,Clear,Weekday,Urban Road,Minor,0.465,2,2022,11
Kolhapur - NH48,16.695101,74.243919,8,Overcast,Weekend,Highway,Serious,0.599,4,2024,1
Kolhapur - NH48,16.700701,74.247048,20,Clear,Weekday,Urban Road,Minor,0.34,3,2022,12
Kolhapur - NH48,16.708399,74.231995,17,Rain,Weekend,Highway,Minor,0.631,4,2023,7
Kolhapur - NH48,16.711546,74.244464,8,Rain,Weekend,Highway,Minor,0.65,1,2021,4
Kolhapur - NH48,16.70889,74.234449,13,Clear,Weekday,Urban Road,Minor,0.279,4,2021,11
Kolhapur - NH48,16.707447,74.241834,8,Clear,Weekday,Highway,Minor,0.557,1,2024,9
Kolhapur - NH48,16.697662,74.240363,14,Overcast,Weekend,Flyover,Minor,0.436,4,2024,7
Kolhapur - NH48,16.704137,74.244755,8,Clear,Weekday,Highway,Serious,0.554,3,2024,5
Kolhapur - NH48,16.704807,74.236567,20,Overcast,Weekend,Urban Road,Minor,0.446,4,2022,10
Kolhapur - NH48,16.710749,74.242021,18,Clear,Weekday,Junction,Minor,0.547,3,2023,2
Kolhapur - NH48,16.710742,74.252476,5,Fog,Weekend,Urban Road,Minor,0.497,2,2023,3
Kolhapur - NH48,16.705482,74.25124,16,Clear,Weekday,Urban Road,Fatal,0.369,3,2021,9
Kolhapur - NH48,16.711519,74.240316,13,Clear,Weekday,Urban Road,Minor,0.347,3,2023,9
Kolhapur - NH48,16.705861,74.239937,8,Rain,Weekend,Urban Road,Minor,0.49,4,2021,6
Kolhapur - NH48,16.721841,74.226808,22,Clear,Weekday,Urban Road,Minor,0.446,3,2024,12
Kolhapur - NH48,16.704271,74.231479,13,Fog,Weekend,Junction,Serious,0.512,4,2022,6
Kolhapur - NH48,16.700027,74.227658,16,Fog,Weekday,Urban Road,Serious,0.559,2,2023,11
Kolhapur - NH48,16.71788,74.235912,15,Fog,Weekday,Urban Road,Minor,0.394,1,2021,5
Kolhapur - NH48,16.702663,74.261061,8,Rain,Weekday,Urban Road,Serious,0.592,1,2022,7
Kolhapur - NH48,16.713843,74.250551,15,Fog,Weekday,Urban Road,Minor,0.474,4,2024,2
Kolhapur - NH48,16.702471,74.241731,18,Clear,Weekend,Highway,Minor,0.528,1,2024,4
Kolhapur - NH48,16.696759,74.262866,21,Rain,Weekday,Junction,Minor,0.525,4,2022,10
Kolhapur - NH48,16.704434,74.243824,12,Clear,Weekend,Junction,Serious,0.407,2,2021,8
Kolhapur - NH48,16.711985,74.248172,12,Clear,Weekday,Highway,Minor,0.394,4,2021,4
Kolhapur - NH48,16.709412,74.237672,9,Rain,Weekday,Junction,Minor,0.621,1,2024,4
Kolhapur - NH48,16.713044,74.26784,18,Clear,Weekend,Junction,Fatal,0.611,1,2021,10
Kolhapur - NH48,16.710817,74.247932,13,Clear,Weekday,Highway,Minor,0.336,3,2024,12
Kolhapur - NH48,16.723519,74.244958,8,Clear,Weekend,Flyover,Serious,0.535,3,2021,12
Kolhapur - NH48,16.707653,74.2462,15,Clear,Weekend,Highway,Serious,0.462,2,2022,12
Kolhapur - NH48,16.714071,74.243354,14,Clear,Weekend,Urban Road,Minor,0.428,1,2023,10
Kolhapur - NH48,16.700503,74.231924,16,Overcast,Weekday,Highway,Minor,0.456,2,2021,7
Kolhapur - NH48,16.700873,74.235899,13,Clear,Weekday,Urban Road,Serious,0.383,4,2023,8
Kolhapur - NH48,16.714902,74.234354,20,Overcast,Weekday,Highway,Minor,0.488,4,2022,4
Kolhapur - NH48,16.693449,74.243454,6,Clear,Weekday,Highway,Serious,0.473,1,2023,3
Kolhapur - NH48,16.713602,74.245561,23,Clear,Weekday,Highway,Serious,0.594,4,2021,1
Kolhapur - NH48,16.695138,74.248651,21,Clear,Weekday,Highway,Minor,0.461,1,2021,5
Kolhapur - NH48,16.686397,74.241402,22,Clear,Weekend,Urban Road,Serious,0.484,2,2023,11
Kolhapur - NH48,16.721512,74.240102,17,Clear,Weekday,Urban Road,Minor,0.543,3,2023,6
Kolhapur - NH48,16.708355,74.234143,20,Rain,Weekday,Junction,Minor,0.481,1,2022,1
Kolhapur - NH48,16.711534,74.25175,6,Clear,Weekday,Highway,Serious,0.469,1,2021,1
Kolhapur - NH48,16.711089,74.242335,21,Overcast,Weekday,Urban Road,Minor,0.394,4,2021,5
Kolhapur - NH48,16.707174,74.231832,20,Rain,Weekend,Urban Road,Fatal,0.415,4,2022,3
Kolhapur - NH48,16.691644,74.227862,16,Clear,Weekday,Urban Road,Minor,0.45,4,2021,7
Kolhapur - NH48,16.70392,74.237559,2,Clear,Weekday,Highway,Serious,0.568,4,2021,6
Kolhapur - NH48,16.71112,74.235669,12,Clear,Weekday,Urban Road,Minor,0.365,2,2022,11
Kolhapur - NH48,16.714157,74.242489,14,Rain,Weekday,Highway,Serious,0.465,4,2024,7
Kolhapur - NH48,16.71858,74.246912,13,Fog,Weekend,Urban Road,Serious,0.422,2,2022,12
Kolhapur - NH48,16.699566,74.241673,7,Overcast,Weekday,Urban Road,Minor,0.502,1,2023,10
Kolhapur - NH48,16.709919,74.237891,22,Clear,Weekday,Urban Road,Minor,0.438,4,2022,2
Kolhapur - NH48,16.692356,74.233781,7,Clear,Weekend,Urban Road,Serious,0.396,3,2024,4
Kolhapur - NH48,16.690264,74.247473,18,Clear,Weekend,Urban Road,Minor,0.502,4,2022,9
Kolhapur - NH48,16.689997,74.248414,8,Clear,Weekday,Junction,Serious,0.541,3,2021,9
Kolhapur - NH48,16.722896,74.232665,11,Fog,Weekend,Highway,Minor,0.55,3,2024,9
Kolhapur - NH48,16.714143,74.244207,19,Rain,Weekday,Highway,Fatal,0.598,1,2022,5
Kolhapur - NH48,16.713377,74.246403,19,Clear,Weekday,Highway,Minor,0.574,2,2024,12
Kolhapur - NH48,16.708611,74.23385,4,Clear,Weekday,Junction,Serious,0.448,1,2024,3
Kolhapur - NH48,16.70173,74.245315,23,Overcast,Weekend,Flyover,Serious,0.621,3,2023,5
Kolhapur - NH48,16.693724,74.243933,19,Clear,Weekend,Highway,Minor,0.576,1,2021,5
Kolhapur - NH48,16.696285,74.251239,22,Rain,Weekday,Junction,Serious,0.652,4,2023,9
Kolhapur - NH48,16.715445,74.237594,9,Clear,Weekday,Highway,Minor,0.575,1,2024,6
Kolhapur - NH48,16.716285,74.250137,16,Clear,Weekday,Highway,Minor,0.356,2,2021,1
Kolhapur - NH48,16.711933,74.24141,12,Clear,Weekend,Highway,Serious,0.318,2,2023,4
Kolhapur - NH48,16.693457,74.24466,17,Clear,Weekend,Highway,Serious,0.605,4,2022,10
Kolhapur - NH48,16.711075,74.237,19,Clear,Weekend,Urban Road,Minor,0.431,1,2024,7
Kolhapur - NH48,16.70197,74.233165,17,Clear,Weekday,Junction,Fatal,0.574,3,2022,9
Kolhapur - NH48,16.698542,74.242837,21,Rain,Weekday,Urban Road,Serious,0.387,4,2022,6
Kolhapur - NH48,16.721972,74.245154,2,Clear,Weekday,Flyover,Minor,0.491,2,2024,8
Kolhapur - NH48,16.710745,74.240616,11,Rain,Weekday,Junction,Minor,0.483,4,2024,9
Kolhapur - NH48,16.699675,74.242595,15,Overcast,Weekend,Highway,Serious,0.485,4,2024,5
Kolhapur - NH48,16.706723,74.241973,3,Rain,Weekend,Urban Road,Serious,0.373,4,2024,9
Kolhapur - NH48,16.702235,74.246356,17,Rain,Weekend,Junction,Serious,0.627,1,2021,8
Kolhapur - NH48,16.720677,74.245806,19,Overcast,Weekday,Urban Road,Serious,0.625,3,2023,1
Kolhapur - NH48,16.707413,74.226037,13,Rain,Weekday,Highway,Minor,0.478,3,2021,10
Kolhapur - NH48,16.701552,74.223353,20,Clear,Weekday,Junction,Minor,0.476,2,2024,2
Kolhapur - NH48,16.707049,74.238739,19,Rain,Weekday,Highway,Serious,0.644,2,2023,9
Kolhapur - NH48,16.704439,74.250844,20,Clear,Weekday,Urban Road,Fatal,0.37,2,2022,12
Kolhapur - NH48,16.702827,74.237929,17,Fog,Weekday,Highway,Fatal,0.79,3,2022,4
Kolhapur - NH48,16.715499,74.230641,17,Rain,Weekday,Junction,Serious,0.603,4,2023,5
Kolhapur - NH48,16.702157,74.248134,5,Rain,Weekday,Highway,Minor,0.502,1,2024,2
Kolhapur - NH48,16.700711,74.235238,6,Clear,Weekday,Highway,Minor,0.435,2,2023,8
Kolhapur - NH48,16.701533,74.240334,17,Clear,Weekday,Urban Road,Minor,0.553,1,2021,1
Kolhapur - NH48,16.695193,74.248693,8,Clear,Weekday,Junction,Minor,0.568,3,2022,11
Kolhapur - NH48,16.70442,74.242048,8,Clear,Weekend,Junction,Serious,0.529,4,2021,2
Kolhapur - NH48,16.699752,74.248917,23,Fog,Weekday,Highway,Fatal,0.644,2,2023,3
Kolhapur - NH48,16.700085,74.244561,23,Fog,Weekend,Junction,Minor,0.662,3,2022,8
Kolhapur - NH48,16.711529,74.252711,16,Clear,Weekday,Highway,Serious,0.373,1,2022,2
Kolhapur - NH48,16.701913,74.228425,8,Clear,Weekday,Junction,Fatal,0.645,1,2023,7
Kolhapur - NH48,16.697917,74.237119,21,Clear,Weekday,Junction,Minor,0.439,4,2023,9
Kolhapur - NH48,16.699468,74.238151,22,Rain,Weekend,Highway,Serious,0.73,4,2023,2
Kolhapur - NH48,16.697582,74.237938,21,Clear,Weekday,Urban Road,Minor,0.371,4,2024,1
Kolhapur - NH48,16.720272,74.240208,1,Rain,Weekday,Urban Road,Minor,0.51,2,2024,11
Kolhapur - NH48,16.698291,74.237853,8,Clear,Weekend,Urban Road,Serious,0.457,4,2022,9
Kolhapur - NH48,16.720163,74.22422,13,Overcast,Weekend,Urban Road,Serious,0.281,1,2022,12
Kolhapur - NH48,16.712598,74.245496,19,Fog,Weekend,Urban Road,Minor,0.529,4,2022,8
Kolhapur - NH48,16.709841,74.234785,11,Fog,Weekday,Urban Road,Minor,0.451,1,2023,7
